Vessel_ID,IATTC_Number.x,Vessel_Name.x,Call_Sign.x,Port_of_Registration.x,Port_of_Registration_State.x,Length.m.,Beam..m.,Depth..m.,Gross_Ton.mt.,Engine_Power.hp..x,Year_Built.x,Hull_Material.y,Fish.hold.volume..m3.,Gear.x
591482,NA,SLEEP ROBBER,WYD2401,Honolulu,HI,20.87778116,6.827186833,3.535507467,144,NA,1978,Steel,NA,NA
591538,NA,CHRISTINA,WDB7818,LONG BEACH,WA,8.62541908,3.10880829,1.462968607,11,NA,1978,FRP (Fiberglass),NA,NA
591603,NA,EARLY DAWN,WDB7319,Seattle,WA,27.97927461,8.259676928,2.925937214,197,850,1978,Steel,NA,NA
591641,NA,Sunwest,WBR9537,Newport,OR,11.64634146,NA,NA,16,NA,1953,Wood,NA,NA
591647,13217,Animal Fair,WSF4584,Fort Bragg,CA,9.17,3.53,1.64,14,225,1978,FRP (Fiberglass),NA,Troll
592011,13531,Brittany May,WDG6652,Westport,WA,10.75,4.23,1.82,24,300,1978,FRP (Fiberglass),NA,Troll
592224,9929,Albee Rose,WCY9402,Sitka,AK,14.66,4.66,2.71,36,150,1977,FRP (Fiberglass),45,Troll
592310,9667,Miss Julie,WAL5027,Astoria,OR,14.63,4.35,2.83,38,210,1978,FRP (Fiberglass),28,Troll
592454,13393,Pamela,WDF8428,Ilwaco,WA,14.63,5.18,2.74,43,130,1978,FRP (Fiberglass),NA,Troll
592545,NA,NORTHWIND,WSX6940,,,9.509295946,3.68790003,1.828710759,14,NA,1978,Plastic - MSIS Legacy,NA,NA
592550,NA,HANS HALVOR,WDC7724,Seattle,WA,16.03169765,6.09570253,2.804023164,71,420,1978,Steel,NA,NA
592583,NA,ROSEMARY,WUS9320,Fort Bragg,CA,12.5266687,4.480341359,2.956415727,40,NA,1978,Steel,NA,NA
592601,10443,Leslie Jane,WDG8934,Oakland,CA,16.15,4.41,2.19,42,318,1978,Steel,33,Troll
593085,NA,COLUMBAN,WYD2471,Fort Bragg,CA,11.49039927,3.596464493,1.889667784,19,NA,1978,FRP (Fiberglass),NA,NA
593125,10911,Rose Marie,WDF2674,Crescent City,CA,16.45,4.87,2.19,34,285,1978,Steel,27,Multi-purpose
593140,9931,Crystal Marie,WYD2391,Ilwaco,WA,12.8,4.26,2.74,33,165,1978,FRP (Fiberglass),24,Troll
593300,14981,Bass Tub,WDF3974,San Francisco,CA,15.84,5.48,1.82,44,1000,1978,FRP (Fiberglass),NA,Multi-purpose
593575,12698,Footloose,WDF9908,Seaside,OR,15.24,4.51,2.19,32,180,1978,FRP (Fiberglass),NA,Troll
593809,NA,COLLIER BROTHERS,WUU7551,Portland,OR,25.87625724,7.314843036,3.809814081,186,1000,1978,Steel,NA,NA
593871,7301,Karen Marie,WBD6986,Ventura,CA,16.94,6.97,2.31,58,350,1978,Steel,40,Multi-purpose
594033,NA,Sea Star,NA,Newport,OR,9.115853659,NA,NA,12,NA,1978,Aluminum,NA,NA
594132,15729,Bananas,WRA9103,La Push,WA,13.41,3.65,1.82,17,275,1978,FRP (Fiberglass),NA,Troll
594647,12704,New Captain Pete,WYE7764,Half Moon Bay,CA,14.78,4.72,1.82,29,750,1978,FRP (Fiberglass),NA,Multi-purpose
594734,NA,ARIES,WYC7948,,,11.7951844,4.236513258,1.828710759,25,NA,1978,FRP (Fiberglass),NA,NA
594793,13213,Ms. Law,WRB8167,Newport Beach,OR,14.02,5.63,3.04,100,365,1978,Steel,NA,Multi-purpose
595175,10243,Ida B,WDD5839,Coos Bay,OR,12.19,3.81,1.92,19,165,1978,Steel,11,Troll
595206,2086,Amy Lyn,WCW9723,Harbor,OR,16.45,4.87,1.92,44,325,1978,Steel,98,Troll
595210,2644,Midori,WCX8028,Crescent City,CA,14.47,4.87,1.92,44,240,1978,Steel,44,Troll
595214,NA,CHIKAMIN,WDE-3822,Juneau,AK,15.11734227,5.790917403,3.078329778,72,450,1978,FRP (Fiberglass),NA,NA
595427,NA,BETTY LEE,WDE6987,CORDOVA,AK,19.90246876,6.522401707,3.535507467,116,NA,1978,Steel,NA,NA
595548,NA,POLARIS,WYC6942,Homer,AK,15.48308443,5.425175251,1.737275221,43,NA,1978,Steel,NA,NA
595886,15075,Long Gone,WDD9451,Bodega Bay,CA,7.52,2.43,1.4,5,320,1978,FRP (Fiberglass),NA,Multi-purpose
596508,6509,Rola,WDF6860,Westport,WA,14.93,4.41,1.88,28,200,1963,FRP (Fiberglass),15,Troll
596708,10355,Kristen Gail,WDG5922,Newport,OR,13.35,4.57,2.37,34,220,1978,Steel,27,Gillnet
596878,13477,Cape Sebastian,WDD9130,Brookings,OR,15.84,5.66,2.74,35,650,1978,Steel,NA,Troll
596985,NA,Mistasea,WQZ2762,Ketchikan,AK,15.15243902,NA,NA,54,NA,1978,Steel,NA,NA
597779,811,Kara J,WDD6800,Coos Bay,OR,14.23,4.41,3.13,37,220,1978,Steel,36,Troll
597963,16303,Redeemer,WDI7852,Olympia,WA,17.12,5.94,2.4,53,300,1978,Steel,NA,Troll
598156,NA,Golden Eagle,WCV8299,San Diego,CA,23.47560976,NA,NA,143,NA,NA,Steel,NA,NA
598611,NA,New Horizon,WYC8358,San Diego,CA,16.82926829,NA,NA,57,NA,1978,Steel,NA,NA
598959,NA,PACIFIC MAIDEN,WCX5300,Seattle,WA,21.03017373,7.314843036,3.10880829,113,450,1978,Steel,NA,NA
598974,NA,CAPT. RYAN,WDB8186,Portland,OR,18.98811338,7.010057909,2.804023164,95,350,1978,Steel,NA,NA
599120,14045,Mi-Lady II,WDE5583,Bay Center,WA,15.84,4.81,2.65,43,370,1978,Plastic - MSIS Legacy,NA,Troll
599705,NA,FOOTLOOSE,WDC4189,Charleston,OR,14.47729351,5.63852484,1.523925632,29,NA,1978,Aluminum,NA,NA
599931,NA,SUSAN RAE,WDB8013,Astoria,OR,11.73422737,4.236513258,1.828710759,26,250,1978,FRP (Fiberglass),NA,NA
599982,10711,Norma M,WTS5994,Newport,OR,15.24,4.87,2.31,34,200,1978,Steel,21,Multi-purpose
600712,NA,MERRICK LYNN,WQZ3422,Newport,OR,16.88509601,5.242304176,2.6516306,62,NA,1978,Steel,NA,NA
600788,10407,Lady Cecelia,WAQ4640,Garibaldi,OR,19.05,6.09,3.01,78,375,1978,Steel,83,Troll
601350,13124,Brandy,WDH7511,Reedsport,OR,11.27,4.14,1.92,23,260,1979,Steel,NA,Multi-purpose
601368,13204,Scooter,WDC4927,Westport,WA,14.05,4.35,2.83,31,175,1978,FRP (Fiberglass),NA,Troll
601418,11085,Soko,WDI4574,Eureka ,CA,9.29,4.99,1.92,19,200,1979,Steel,32,Troll
601670,7315,Red Baron,WDF6463,Newport,OR,17.12,5.94,2.4,57,300,1979,Steel,48,Troll
601828,13280,Rita Maria,WDF2690,Fort Bragg,CA,11.73,4.26,0.91,24,300,1979,FRP (Fiberglass),NA,Troll
602022,NA,LADY ALLISON,WDG6061,Westport,WA,11.73422737,4.236513258,1.828710759,26,320,1979,FRP (Fiberglass),NA,NA
602145,NA,COLUMBIAN,WCP5185,Coos Bay,OR,10.42365133,3.413593417,2.103017373,18,NA,1979,Wood,NA,NA
602158,1420,Steel Fin II,WDE4719,Garibaldi,OR,16.3,5.51,2.65,55,360,1979,Steel,NA,Troll
602204,14136,Tiburon,WSX7178,Ilwaco,WA,12.46,4.23,1.73,22,250,1979,FRP (Fiberglass),NA,Troll
602269,NA,OCEAN FARMER,WYC8885,Bodega Bay,CA,7.528192624,2.438281012,1.402011582,6,NA,1978,FRP (Fiberglass),NA,NA
602398,7439,Holly H,WYC8647,Westport,WA,17.67,5.97,2.74,60,429,1979,Steel,63,Pole and line
602457,10979,Scimitar,WDD7792,Eureka ,CA,14.32,4.35,2.56,34,250,1979,Steel,33,Troll
602540,12817,Dena,WDF8931,Bodega Bay,CA,16.76,4.87,2.13,36,300,1978,Steel,NA,Multi-purpose
602564,11035,Seven Daughters,WCV9880,Haines,AK,23.77,7.01,3.53,89,800,1979,Aluminum,NA,Multi-purpose
603062,NA,EAGLE III,WRB8082,Port Orford,OR,12.22188357,3.779335568,1.737275221,18,220,1978,Wood,NA,NA
603201,11225,TNT,WDE6872,Warrenton,OR,17.67,4.72,1.82,34,160,1979,Steel,57,Troll
603289,9905,Teresa Lee,WDH8210,Newport,OR,13.71,4.57,2.46,30,420,1979,FRP (Fiberglass),15,Troll
603478,15080,Marlene Rose,,Eureka ,CA,10.11,3.68,1.55,15,180,1979,FRP (Fiberglass),NA,Troll
603879,NA,PACIFIC SHORES,WBID,Honolulu,HI,38.5553185,9.143553795,3.870771106,198,1000,1945,Steel,NA,NA
603901,NA,DEENIE LYNN,WDA5531,Eureka ,CA,15.1782993,5.272782688,2.316366961,60,NA,1979,Steel,NA,NA
604314,NA,QUEST,WDE3720,Seattle,WA,17.3422737,5.18134715,2.743066138,69,342,1979,Steel,NA,NA
604399,NA,MISS LADY BUG,,Seattle,WA,11.36848522,3.261200853,1.249619019,10,NA,1955,Wood,NA,NA
604477,NA,HARMONY I,WDE4075,Seattle,WA,25.02285888,7.162450472,3.718378543,180,NA,1979,Steel,NA,NA
604495,12614,Freedom,WDC9179,Westport,WA,14.75,4.6,1.58,32,800,1979,FRP (Fiberglass),NA,Multi-purpose
604610,16154,Nerka,WDH9291,Bellingham,WA,13.1,4.11,2.71,28,160,1979,FRP (Fiberglass),NA,Troll
604639,10713,Northern Light,WQZ3032,Fort Bragg,CA,19.01,5.79,3.04,73,475,1979,Steel,53,Troll
604862,13392,Clipper III,WDE5922,Moss Landing,CA,13.53,4.51,2.59,38,225,1979,Wood,NA,Troll
605147,NA,HAIDA,WDE5600,Brookings,OR,20.84730265,6.735751295,3.748857056,141,525,1979,FRP (Fiberglass),NA,NA
605198,14137,Tradition,WDF2964,Westport,WA,11.73,4.23,1.82,24,270,1979,FRP (Fiberglass),NA,Multi-purpose
605199,15857,Ingot,WDF4779,Crescent City,CA,12.8,4.23,1.82,21,250,1979,FRP (Fiberglass),NA,Troll
605206,NA,OCEAN BEAUT,WDD7485,Astoria,OR,19.62816215,6.705272783,3.261200853,111,700,1979,Steel,NA,NA
605370,NA,OCEAN ROAR,WDE5387,Sitka,AK,10.1188662,3.56598598,1.523925632,16,150,1979,Steel,NA,NA
605589,7273,Winter Hawk,WDF4964,Newport,OR,9.96,3.84,2.22,22,275,1979,Steel,11,Troll
605598,11269,Two Captains,WDD2938,San Diego,CA,16.64,5.48,3.04,59,360,1979,Steel,37,Multi-purpose
605600,9713,Assurance,WDK5154,Westport,WA,17.86,5.48,2.89,61,450,1979,Steel,54,Troll
605698,13464,Rogue,WYP3093,Crescent City,CA,13.71,4.87,2.59,41,360,1979,FRP (Fiberglass),NA,Troll
605897,13229,Blue Dolphin,WDC6657,Eureka ,CA,14.63,4.69,2.71,33,160,1979,FRP (Fiberglass),NA,Troll
606180,12762,Miss Sarah,WDE5103,Westport,WA,14.32,3.96,1.52,20,362,1979,FRP (Fiberglass),NA,Multi-purpose
606820,13225,Autumn Gale,WDE3241,San Francisco,CA,11.73,4.23,1.82,24,392,1979,FRP (Fiberglass),NA,Troll
606999,15087,Mindalina,WYC9973,Juneau,AK,11.94,4.11,2.71,28,120,1979,FRP (Fiberglass),NA,Troll
607376,NA,RAMBLER,WDF7520,YAKUTAT,AK,14.41633648,5.089911612,1.61536117,38,180,1979,FRP (Fiberglass),NA,NA
607428,NA,SKIPJACK,WCW4645,Fort Bragg,CA,14.78207863,4.815604998,2.6516306,49,165,1979,FRP (Fiberglass),NA,NA
607603,NA,SQUID INK,WKK3855,Bellingham,WA,9.600731484,3.535507467,1.920146297,16,375,1979,FRP (Fiberglass),NA,NA
607649,11065,Silver Quest,WDH2097,Newport,OR,14.32,4.38,2.49,30,225,1979,FRP (Fiberglass),28,Troll
607866,9705,Aquarius,WAQ8377,Garibaldi,OR,12.49,4.72,1.67,21,200,1978,Aluminum,3,Pole and line
607945,16223,Two Dreams,WDI7074,Morro Bay,CA,16.45,4.75,1.52,25,300,1979,FRP (Fiberglass),NA,Multi-purpose
608668,NA,ALASKAN HARVEST,WBV5383,Sitka,AK,20.84730265,6.705272783,3.657421518,135,NA,1979,FRP (Fiberglass),NA,NA
609001,10217,High Hope,WQZ3122,Ilwaco,WA,13.71,4.57,2.46,30,220,1979,FRP (Fiberglass),23,Troll
609035,NA,AMANDA C,WDJ3102,Ilwaco,WA,14.75160012,5.455653764,2.773544651,56,260,1979,FRP (Fiberglass),NA,NA
609044,9837,Capriccio,WQZ3489,Morro Bay,CA,14.08,4.66,2.71,35,209,1979,FRP (Fiberglass),19,Troll
609117,9703,Annihilator,WAV9937,Westport,WA,21.03,6.7,3.35,124,520,1979,Steel,97,Multi-purpose
609228,9951,Dawn Treader,WBC5797,Newport,OR,11.27,3.96,1.4,14,120,1979,Wood,11,Troll
609463,NA,ANITA LYNN,WDB9723,Brookings,OR,10.1188662,3.68790003,1.554404145,16,160,1979,FRP (Fiberglass),NA,NA
610349,12652,Home Brew,WCG6901,Warrenton,OR,14.53,4.84,2.37,37,350,1979,Steel,NA,Multi-purpose
610563,11047,Sharon Joe,WQZ3814,Newport,OR,14.47,4.66,2.71,43,115,1979,FRP (Fiberglass),16,Multi-purpose
610765,9677,Ana Maria,WDE4989,San Diego,CA,16.39,5.48,2.92,71,400,1979,Steel,57,Multi-purpose
610884,6513,Trail Blazer,WDF6206,San Diego,CA,17.67,6.4,1.82,44,285,1979,Steel,63,Multi-purpose
611391,13500,Sunset,WDC7010,Crescent City,CA,14.63,4.87,1.82,39,385,1981,FRP (Fiberglass),NA,Multi-purpose
611549,9987,Donita,WBC7487,Crescent City,CA,15.24,4.57,2.59,38,335,1979,Steel,29,Troll
611559,NA,TRIPLE STAR,WDC4822,Eureka ,CA,13.38006705,4.937519049,2.438281012,46,NA,1979,Steel,NA,NA
611695,9927,Coyote,WAM9401,San Diego,CA,24.32,7.31,3.74,140,400,1979,Steel,81,Troll
611915,NA,GOOD FISHING II,,Brookings,OR,11.03322158,3.505028955,1.61536117,17,285,1979,FRP (Fiberglass),NA,NA
612104,NA,PALM,WDF7525,Santa Barbara,CA,9.600731484,3.352636391,1.523925632,15,125,1979,FRP (Fiberglass),NA,NA
613399,NA,JOURNEYMAN,WQOW279,Juneau,AK,13.83724474,4.998476074,2.316366961,44,320,1979,Steel,NA,NA
613682,14002,Grizzly,WRC7669,Winchester Bay,OR,17.67,6.3,2.83,69,365,1979,Steel,NA,Troll
614077,NA,BEV A,WDF6921,MONTEREY,CA,12.86193234,4.754647973,2.682109113,42,219,1979,Steel,NA,NA
614280,NA,KIMBO,,Crescent City,CA,13.62389515,4.754647973,2.52971655,42,360,1979,FRP (Fiberglass),NA,NA
614750,12649,Deacon,WDD5576,Newport,OR,13.16,4.38,1.95,26,260,1979,Steel,NA,Multi-purpose
615126,13105,Donna J,WDB716,Fort Bragg,CA,17.61,5.91,2.89,91,450,1979,Steel,NA,Multi-purpose
615584,13015,Spirit Of America,WDC6239,Crescent City,CA,16.67,6.3,2.37,41,375,1979,Steel,NA,Troll
615640,13402,St. Michael,WAL7233,Seattle,WA,26.88,7.46,3.5,157,670,1979,Steel,NA,Longline
615699,NA,SIRENE,WDB2428,San Diego,CA,28.04023164,8.869247181,3.779335568,185,NA,1979,Steel,NA,NA
615774,NA,TABITHA,WDE7768,Newport,OR,19.11002743,6.034745504,3.078329778,82,NA,1979,FRP (Fiberglass),NA,NA
616196,12957,Raven Dancer,WDE6866,Westport,WA,14.78,4.87,2.46,36,350,1979,FRP (Fiberglass),NA,Multi-purpose
617531,11045,Seajay,WDC9470,Harbor,OR,19.65,5.97,2.52,78,350,1980,Steel,59,Troll
617874,10729,Ocean Home,WCZ2538,Westport,WA,12.67,4.38,2.49,30,165,1979,FRP (Fiberglass),11,Troll
617957,10931,Roselena Marie,WDH9609,Bodega Bay,CA,10.02,3.35,1.34,11,260,1979,FRP (Fiberglass),1,Troll
618104,6507,Calogera,WC9758,Santa Barbara,CA,11.55,4.41,1.67,21,210,1980,Wood,17,Gillnet
618272,10659,Nanbellis Jo,WDE9866,Eureka ,CA,17.64,6.61,2.34,58,460,1980,Steel,96,Multi-purpose
618783,12600,Janae,WDF4120,Bodega Bay,CA,11.73,4.23,1.82,24,320,1980,FRP (Fiberglass),NA,Troll
619108,13530,Sundancer,WDG7092,Port Townsend,WA,12.74,4.35,2.83,31,90,1980,FRP (Fiberglass),NA,Troll
619480,9873,Challenge,WDC5712,Newport,OR,13.13,4.14,1.37,17,250,1980,Wood,11,Troll
619763,12688,Yerda Marie,WDF2050,Westport,WA,12.86,4.75,2.68,38,290,1980,Steel,NA,Multi-purpose
620078,11199,Temptation,WDF2078,San Diego,CA,15.54,5.18,2.74,64,365,1979,Steel,42,Multi-purpose
620272,NA,STAR KING,WDI4941,Astoria,OR,16.51935386,4.724169461,2.468759525,45,NA,1980,Steel,NA,NA
620481,NA,POGO,,Bellingham,WA,8.107284365,3.261200853,1.371533069,9,NA,1979,FRP (Fiberglass),NA,NA
620497,NA,BOLD CONTENDER,WCB3831,Hammond,OR,17.95184395,6.735751295,3.68790003,99,NA,1980,Steel,NA,NA
620677,13066,Jetstream,WAL3623,Grays Harbor Westport,WA,10.3,3.59,1.79,15,265,1980,FRP (Fiberglass),NA,Troll
620904,15121,Ocean Belle,WDE7995,Port Townsend,WA,12.43,4.26,2.62,31,200,1980,FRP (Fiberglass),180,Troll
621174,13103,Morning Star,WDF2134,Coos Bay,OR,9.5,3.35,1.34,10,225,1980,Wood,NA,Troll
621270,10279,Janice R,,Morro Bay,CA,11.58,3.65,1.67,18,135,1981,FRP (Fiberglass),25,Troll
621674,16291,Miss American Pie,WZH6130,Seattle,WA,14.32,4.57,1.82,33,425,1980,FRP (Fiberglass),NA,Troll
622079,13030,Chase,WDD6751,Westport,WA,10.97,3.26,1.4,10,210,1980,FRP (Fiberglass),NA,Troll
622238,13836,Contender,,Westport,WA,15.84,5.02,1.82,47,230,1980,FRP (Fiberglass),NA,Multi-purpose
622587,NA,AUTUMN STAR,WDC9147,Bodega Bay,CA,13.71533069,5.089911612,2.194452911,40,318,1980,Steel,NA,NA
622609,NA,PACIFIC LEADER,WBW8343,Westport,WA,12.80097531,3.505028955,2.52971655,26,NA,1980,FRP (Fiberglass),NA,NA
622875,11257,Mikette,WDE2331,Anacortes,WA,25.81,6.55,3.5,129,540,1980,Steel,NA,Longline
623136,NA,KATHRYN I,WBX2115,Portland,OR,9.32642487,3.535507467,1.645839683,15,NA,1980,FRP (Fiberglass),NA,NA
623332,NA,ALEUTIAN SUN,,Ventura,CA,15.05638525,5.63852484,2.682109113,70,NA,1980,FRP (Fiberglass),NA,NA
623364,15456,Reel Magic,WAA2598,Eureka ,CA,7.52,2.43,1.4,5,160,1980,FRP (Fiberglass),4,Troll
623612,10497,Resolution,WCO9837,Santa Cruz,CA,19.2,4.87,2.37,48,350,1980,Steel,31,Multi-purpose
623792,NA,CAPERS,WDI9327,Bodega Bay,CA,7.589149649,3.047851265,1.462968607,8,170,1980,FRP (Fiberglass),NA,NA
624601,11237,Molly Ann,WDI7835,Port Angeles,WA,25.2,6.82,3.62,135,650,1980,Steel,69,Troll
624608,10437,Leann,WCW2272,Long Beach,CA,23.04,7.31,3.56,120,425,1980,Steel,NA,Troll
624681,11245,Triggerfish,WYQ7512,Newport,OR,14.02,4.57,1.52,24,255,1980,FRP (Fiberglass),14,Troll
624741,NA,SUNNY,WAC2729,CORTEZ,CO,18.19567205,5.63852484,2.163974398,84,1000,1980,FRP (Fiberglass),NA,NA
624905,NA,PACIFICA,WDB3459,Honolulu,HI,20.90825968,7.314843036,2.864980189,111,600,1980,Steel,NA,NA
626061,12843,Scomas,WDC6878,San Francisco,CA,12.74,4.35,2.83,31,165,1980,FRP (Fiberglass),NA,Troll
626266,NA,GOOD NEWS,WDF8689,Eureka ,CA,#VALUE!,#VALUE!,#VALUE!,60,355,1980,Steel,NA,NA
626289,10039,Emerald Sea,WSM2788,Astoria,OR,19.2,7.92,2.4,78,500,1980,Steel,68,Multi-purpose
626517,NA,PACIFIC,WAZ5266,Newport,OR,22.85888449,7.924413289,3.230722341,138,550,1979,Steel,NA,NA
626917,14076,Pacific,WAZ5266,Newport,OR,22.86,7.92,3.23,125,650,1979,Steel,NA,Troll
627203,6501,Pacific Horizon,WDD4529,San Diego,CA,22.43,6.7,3.13,133,520,1980,Steel,74,Longline
627282,10825,Paula Ann,WDI2669,San Pedro,CA,13.71,5.09,2.19,36,330,1980,Steel,25,Troll
627906,12572,Mistress,WDB5308,Grays Harbor Westport,WA,12.95,4.93,1.98,28,300,1980,FRP (Fiberglass),NA,Multi-purpose
628515,NA,CLYDE,WCY9731,KODIAK,AK,14.90399269,5.486132277,2.103017373,54,350,1980,Steel,NA,NA
629052,15167,Skookumchuck Pisces,WDF8910,Charleston,OR,14.69,4.69,2.71,34,120,1980,FRP (Fiberglass),NA,Troll
629094,11007,Sea Raven,WDB7035,Port San Luis,CA,7.52,2.43,1.4,5,200,1980,FRP (Fiberglass),1,Multi-purpose
629672,11299,Charlotte M,WDG2105,San Diego,CA,22.55,6.7,3.35,96,550,1980,Steel,61,Multi-purpose
629818,11233,Tommy John,WDE9414,San Diego,CA,15.48,5.48,2.68,63,500,1980,Steel,53,Multi-purpose
629929,11351,Fortuna,WTB6233,Westport,WA,12.8,4.08,1.09,19,545,1980,FRP (Fiberglass),16,Multi-purpose
630351,10147,Ginny G,WCW8015,Charleston,OR,14.05,4.75,2.49,35,165,1980,Steel,31,Multi-purpose
630696,NA,APRIL,APRIL,Garibaldi,OR,10.27125876,3.352636391,1.584882658,13,300,1980,Aluminum,NA,NA
631410,NA,RIVAL,WCY8099,Pago Pago,AS,21.63974398,6.461444681,3.626943005,120,560,1981,Steel,NA,NA
631918,NA,Tabu Soro,WYR6779,Miami,FL,24.51219512,#VALUE!,#VALUE!,174,NA,NA,Steel,NA,NA
632162,NA,CHANDALAR,WDD6637,SEWARD,AK,21.18256629,5.912831454,2.895458702,85,NA,1980,Steel,NA,NA
632207,10539,Miss Moriah,WDJ2479,Half Moon Bay,CA,16.82,5.42,2.31,52,265,1980,Steel,38,Gillnet
633084,NA,MISS MORIAH,WCY7299,Half Moon Bay,CA,16.82413898,5.425175251,2.316366961,57,265,1980,Steel,NA,NA
633207,NA,MAJESTIK,WDE3383,Newport,OR,22.6455349,9.143553795,2.895458702,141,NA,1981,Steel,NA,NA
633572,NA,ALLISON MARIE,WDG2112,Westport,WA,16.33648278,4.907040536,2.560195062,57,NA,1981,Steel,NA,NA
633732,NA,LADY RENEE,WDJ2239,Morro Bay,CA,20.54251753,7.7110637,2.224931423,83,505,1981,Steel,NA,NA
634031,NA,VIGILANT,WDD2770,SEWARD,AK,15.30021335,6.400487656,2.925937214,83,NA,1981,Steel,NA,NA
634057,NA,MARY EVANS,,Newport,OR,14.47729351,4.876562024,2.316366961,45,NA,1980,Steel,NA,NA
635102,10995,Sea Haven,WCI8058,San Diego,CA,17.34,5.79,2.86,71,425,1981,Steel,53,Multi-purpose
636605,NA,WONIYA,WDD6594,Brookings,OR,19.23194148,6.004266992,2.864980189,65,285,1981,Steel,NA,NA
636853,2236,Karen Jan,WBG4362,Harbor,OR,14.29,4.87,1.92,52,330,1981,Steel,34,Pole and line
637697,NA,SCULPIN,WYR9157,Bodega Bay,CA,7.528192624,2.438281012,1.402011582,7,NA,1981,FRP (Fiberglass),NA,NA
637848,9651,Alliance,WDD8786,Newport,OR,17.28,4.96,2.28,42,290,1981,Steel,46,Multi-purpose
639255,NA,NEW HOPE,WCY3398,Port Townsend,WA,14.62968607,4.693690948,2.712587626,37,NA,1981,FRP (Fiberglass),NA,NA
639319,10017,Vicki K,WDD5722,San Diego,CA,31.88,8.68,4.45,180,600,1964,Steel,20,Troll
640641,NA,SHARI JO,,Juneau,AK,11.7951844,3.444071929,1.554404145,21,NA,1964,FRP (Fiberglass),NA,NA
640904,NA,TWO SAINTS,WDF2610,Newport,OR,13.0143249,4.480341359,1.889667784,31,325,1981,Steel,NA,NA
641334,9925,Courageous,WCX3447,Warrenton,OR,13.41,4.87,2.43,40,320,1981,Steel,32,Multi-purpose
642580,NA,ROSE,WDI6885,Juneau,AK,14.08107284,4.663212435,2.712587626,40,NA,1977,FRP (Fiberglass),NA,NA
642681,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,NA,NA,NA,NA,NA,NA
642875,NA,F/V CHEROKEE,WCZ6997,Crescent City,CA,9.66168851,3.200243828,1.432490094,10,NA,1981,FRP (Fiberglass),NA,NA
643518,6489,Barbara H,WDD6530,Los Angeles,CA,19.78,7.31,3.35,124,600,1981,Steel,107,Purse seine
643587,9755,Barbara Marie,WDE2279,Morro Bay,CA,18.04,3.1,2.31,56,350,1981,Steel,48,Multi-purpose
643705,NA,SILVER STORM,,Homer,AK,16.06217617,6.461444681,3.078329778,77,NA,1981,FRP (Fiberglass),NA,NA
643944,NA,FREE SPIRIT,WCY6363,Crescent City,CA,8.655897592,3.535507467,1.462968607,10,210,1981,Wood,NA,NA
644386,NA,NU-C,NA,Westport,WA,18.20121951,#VALUE!,#VALUE!,83,NA,1981,Steel,NA,NA
646009,10799,Paiute,WDB8356,Port Orford,OR,10.97,3.5,1.58,12,175,1966,FRP (Fiberglass),5,Troll
646135,NA,WATCHMAN,WDB2625,CATHLAMET,WA,25.20572996,7.314843036,2.316366961,165,NA,1982,Steel,NA,NA
646328,9865,Cash Flo II,,Half Moon Bay,CA,11.39,4.2,1.82,20,300,1972,FRP (Fiberglass),20,Pole and line
646374,15095,Miss Tiffanie,,Westport,WA,19.44,5.88,2.92,84,500,1982,FRP (Fiberglass),NA,Troll
646391,10863,Preamble,WAH4169,Morro Bay,CA,14.72,4.69,2.71,35,205,1982,FRP (Fiberglass),21,Troll
646739,15807,Short Circuit,WDG9334,Homer,AK,14.84,4.78,2.43,36,800,1980,FRP (Fiberglass),NA,Troll
647083,NA,GEO J,WCZ7730,CHIGNIK,AK,13.47150259,4.541298385,2.042060347,30,NA,1982,FRP (Fiberglass),NA,NA
647668,NA,JULIA BREEZE,WDB4500,Homer,AK,14.72112161,4.815604998,2.52971655,36,NA,1981,FRP (Fiberglass),NA,NA
648761,NA,Pacific Gayle,NA,Fort Bragg,CA,15.06097561,#VALUE!,#VALUE!,59,NA,1981,Steel,NA,NA
648910,10561,Jody-H,WRS9597,San Diego,CA,18.92,6.09,2.95,79,225,1982,Steel,120,Multi-purpose
649350,10687,Nicole Marie,WSA9839,Astoria,OR,20.42,5.05,2.31,51,335,1982,Steel,53,Pole and line
649364,NA,BANTER BAY,WDC8540,PETERSBURG,AK,15.11734227,5.790917403,3.078329778,72,500,1982,FRP (Fiberglass),NA,NA
650498,15162,Sicily,,Westport,WA,10.39,3.62,1.79,14,210,1982,FRP (Fiberglass),7,Multi-purpose
650668,12702,Venus,WDB6299,Newport,OR,11.67,4.54,2.07,27,135,1982,Steel,NA,Troll
650768,NA,MISS KELLEY II,WAA9249,Fort Bragg,CA,21.57878696,7.924413289,3.352636391,143,NA,1982,Steel,NA,NA
650952,NA,GERALDINE,WCW8314,Sitka,AK,10.48460835,3.352636391,2.011581835,16,120,1982,FRP (Fiberglass),NA,NA
651268,NA,W.B.,,TILLAMOOK,OR,10.48460835,3.352636391,1.371533069,11,NA,1982,Aluminum,NA,NA
652780,NA,DONNA MIA,WDA2821,Bodega Bay,CA,12.22188357,4.266991771,2.285888449,38,165,1983,Steel,NA,NA
652923,NA,LADY DEBBIE,WAP5718,Westport,WA,19.20146297,6.705272783,3.505028955,111,NA,1982,Steel,NA,NA
653215,13827,Blizzard,WDD5354,Eureka ,CA,8.99,3.59,1.95,15,305,1982,FRP (Fiberglass),NA,Troll
